osm_id,highway,name,name_es,lanes,lanes_forward,lanes_backward,turn_lanes,oneway,maxspeed,surface,width,road_category,lanes_count,lanes_source,has_lane_data,lanes_missing,lanes_estimate,estimate_is_fallback,is_oneway
23430419,tertiary,Calle 74,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
23502415,residential,Carrera 23,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
23579232,secondary,Avenida Calle 63,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
23592317,secondary,Avenida Calle 72,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
23592319,residential,Calle 74,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
23592322,secondary,Avenida Calle 63,,3,,,,yes,30,asphalt,,collector,3.0,osm:lanes,True,False,3.0,False,True
23592326,tertiary,Carrera 20,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24018402,trunk,Avenida Calle 80,,3,,,,yes,30,asphalt,,arterial,3.0,osm:lanes,True,False,3.0,False,True
24018409,trunk,Avenida Calle 80,,3,,,,yes,,asphalt,,arterial,3.0,osm:lanes,True,False,3.0,False,True
24018410,trunk,Avenida Calle 80,,3,,,,yes,,asphalt,,arterial,3.0,osm:lanes,True,False,3.0,False,True
24020502,trunk,Avenida Calle 80,,4,,,,yes,,asphalt,,arterial,4.0,osm:lanes,True,False,4.0,False,True
24020503,trunk,Avenida Calle 80,,3,,,,yes,,asphalt,,arterial,3.0,osm:lanes,True,False,3.0,False,True
24020504,trunk,Avenida Calle 80,,4,,,,yes,,asphalt,,arterial,4.0,osm:lanes,True,False,4.0,False,True
24021995,trunk,Avenida Carrera 30,,3,,,,yes,60,concrete,,arterial,3.0,osm:lanes,True,False,3.0,False,True
24031622,residential,Calle 77,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24032094,residential,Calle 80,,1,,,,yes,,asphalt,,local,1.0,osm:lanes,True,False,1.0,False,True
24038164,trunk,Avenida Carrera 20,,2,,,,yes,,concrete,,arterial,2.0,osm:lanes,True,False,2.0,False,True
24084269,tertiary,Calle 87,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24084325,secondary,Avenida Calle 68,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24177062,secondary,Avenida Calle 68,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24177067,secondary,Avenida Calle 68,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24177072,secondary,Avenida Calle 68,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24177074,secondary,Avenida Calle 68,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24177891,secondary,Avenida Calle 63,,3,,,,yes,,asphalt,,collector,3.0,osm:lanes,True,False,3.0,False,True
24177892,secondary,Avenida Calle 63,,3,,,,yes,30,asphalt,,collector,3.0,osm:lanes,True,False,3.0,False,True
24234025,primary,Avenida Carrera 50,,2,,,,yes,60,concrete,,arterial,2.0,osm:lanes,True,False,2.0,False,True
24234026,primary,Avenida Carrera 50,,2,,,,yes,,asphalt,,arterial,2.0,osm:lanes,True,False,2.0,False,True
24237108,tertiary,Calle 44,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24249645,residential,Carrera 56A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24249647,residential,Carrera 54,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24249649,residential,Carrera 53,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24249661,residential,Carrera 51,,2,,,,,30,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24249675,residential,Calle 46,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24249676,residential,Calle 46,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24249685,residential,Calle 44C Bis,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24249696,residential,Calle 45A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24249699,residential,Calle 45A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24249705,residential,Carrera 53,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24265702,secondary,Diagonal 61C,,2,,,,yes,30,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24265705,residential,Calle 62,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24265707,residential,Calle 61,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265709,residential,Calle 60,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265710,residential,Calle 60,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265711,residential,Calle 58,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265712,residential,Calle 58,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265713,residential,Calle 58,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265717,residential,Calle 57A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265720,residential,Calle 57,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265722,residential,Calle 55,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24265723,residential,Calle 55,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265731,residential,Calle 54,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265732,residential,Calle 54,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265734,residential,Calle 53A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24265741,secondary,Avenida Calle 53,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24265755,residential,Carrera 35 Bis,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265758,residential,Carrera 35A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24265759,residential,Carrera 46,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24265760,residential,Calle 58A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265761,residential,Carrera 46,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265762,residential,Diagonal 57,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24265771,residential,Calle 58A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265774,residential,Calle 58A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265775,residential,Calle 57B,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265789,residential,Carrera 45,,1,,,,yes,,asphalt,4,local,1.0,osm:lanes,True,False,1.0,False,True
24265793,unclassified,Calle 53A Bis,,1,,,,yes,,asphalt,6,local,1.0,osm:lanes,True,False,1.0,False,True
24265794,unclassified,Calle 53A Bis,,1,,,,yes,,asphalt,6,local,1.0,osm:lanes,True,False,1.0,False,True
24265940,residential,Calle 45,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265941,residential,Calle 44D,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24265942,residential,Diagonal 44C,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24306008,secondary,Avenida Carrera 24,,3,,,,yes,,asphalt,,collector,3.0,osm:lanes,True,False,3.0,False,True
24306009,secondary,Calle 54,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24306011,tertiary,Diagonal 61B,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306019,residential,Transversal 22 Bis,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306022,tertiary,Transversal 22A,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306024,tertiary,Transversal 22A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306027,residential,Diagonal 61D Bis,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24306031,residential,Diagonal 61D,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24306032,residential,Carrera 28,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306035,residential,Carrera 27A,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24306036,residential,Carrera 27A Bis,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24306037,residential,Carrera 26A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306038,residential,Diagonal 61C Bis,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24306040,residential,Carrera 21,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24306043,secondary,Avenida Calle 53,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24306051,residential,Carrera 19,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306054,residential,Carrera 19,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24306060,residential,Transversal 26,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24306061,residential,Transversal 27,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24310035,residential,Calle 55,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24310039,tertiary,Carrera 9,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313798,secondary,Avenida Carrera 24,,3,,,,yes,,asphalt,,collector,3.0,osm:lanes,True,False,3.0,False,True
24313804,secondary,Avenida Carrera 24,,4,,,,no,,asphalt,,collector,4.0,osm:lanes,True,False,4.0,False,False
24313805,residential,Transversal 23,,2,,,,no,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313806,residential,Transversal 24A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313807,residential,Diagonal 60A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313810,residential,Calle 59,,2,,,,no,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313811,residential,Calle 59,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24313813,residential,Calle 58,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313814,residential,Calle 58,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313816,residential,Carrera 16,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313817,residential,Carrera 16,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313820,residential,Carrera 14A,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24313821,residential,Calle 61A,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313822,residential,Calle 62,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313823,residential,Calle 61A,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313824,residential,Carrera 15A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24313825,residential,Calle 58A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313826,residential,Calle 58A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24313827,residential,Calle 58A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313829,residential,Calle 58B,,,,,,no,,asphalt,,local,,missing,False,True,,True,False
24313831,residential,Carrera 15A,,2,,,,no,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313832,residential,Carrera 15A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313833,residential,Carrera 16A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313834,tertiary,Diagonal 53C,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313836,residential,Calle 56,,1,,,,,,asphalt,,local,1.0,osm:lanes,True,False,1.0,False,False
24313837,residential,Calle 56,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313838,residential,Calle 55 Bis,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313839,residential,Calle 55,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313840,residential,Calle 55,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313841,residential,Calle 54A,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313842,residential,Calle 54A Bis,,,,,,,30,asphalt,,local,,missing,False,True,,True,False
24313843,tertiary,Calle 53B,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313844,tertiary,Carrera 28,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24313847,residential,Carrera 27A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313848,residential,Carrera 27B,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313849,residential,Carrera 28 Bis,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313850,residential,Transversal 27A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313851,residential,Calle 53B Bis,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24313852,residential,Diagonal 53D,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313853,residential,Transversal 22,,,,,,yes,30,asphalt,,local,,missing,False,True,,True,True
24313856,residential,Transversal 23,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24313857,residential,Carrera 22,,,,,,,30,asphalt,,local,,missing,False,True,,True,False
24313858,residential,Calle 53A,,,,,,,30,asphalt,,local,,missing,False,True,,True,False
24313867,residential,Carrera 27A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24322984,residential,Calle 52A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24322985,residential,Calle 52A,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24322986,residential,Calle 52A,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24322987,residential,Calle 52A,,,,,,no,,asphalt,,local,,missing,False,True,,True,False
24322996,residential,Calle 51A,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24350836,residential,Carrera 26,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24350837,residential,Carrera 25,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24350838,residential,Carrera 27A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24350839,residential,Carrera 28 Bis,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24350840,residential,Carrera 27A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24350845,residential,Carrera 19,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24350856,residential,Carrera 15,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24366037,residential,Calle 54,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24366038,residential,Carrera 10,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24372881,tertiary,Avenida Carrera 13,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24397130,tertiary,Carrera 9,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24397612,residential,Calle 54,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24411985,residential,Carrera 10,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24428550,residential,Calle 55,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24428583,secondary,Calle 57,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24429153,residential,Calle 54A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24429166,residential,Calle 54A,,2,,,,yes,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,True
24429247,residential,Calle 70,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24429250,residential,Calle 70,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24459738,residential,Calle 56,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24460182,residential,Calle 58 Bis,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24460184,residential,Carrera 8,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24460238,residential,Carrera 14A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546872,residential,Calle 67B,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546873,residential,Calle 67A Bis A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24546874,residential,Calle 67A Bis,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24546875,residential,Calle 67A Bis,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24546877,residential,Calle 67A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546878,residential,Calle 67A,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24546879,residential,Calle 67,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546880,residential,Calle 67,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24546881,residential,Calle 66C,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546882,residential,Calle 66C,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546883,residential,Carrera 61,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546884,residential,Carrera 61,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24546886,residential,Carrera 63,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546889,residential,Carrera 65A,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24546890,residential,Carrera 65A,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24546891,residential,Carrera 65A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24546892,residential,Carrera 65B,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24546893,residential,Carrera 65B,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24546897,residential,Carrera 66A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546898,residential,Carrera 66A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546899,residential,Calle 67G,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24546900,residential,Calle 67F,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546901,residential,Calle 67D Bis,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546902,residential,Calle 67D Bis,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24546903,residential,Calle 67D,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24546905,residential,Calle 67D,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24546906,residential,Calle 67C,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24548202,residential,Calle 56,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24548203,residential,Calle 57,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24548206,residential,Carrera 6,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24548207,residential,Calle 59A Bis,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24548229,residential,Carrera 5,,,,,,,30,asphalt,,local,,missing,False,True,,True,False
24548232,residential,Calle 55,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24548283,residential,Carrera 4 Bis,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24548284,residential,Carrera 4A,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24548297,residential,Calle 58,,,,,,yes,,asphalt,,local,,missing,False,True,,True,True
24558072,residential,Carrera 58,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24558084,residential,Carrera 57,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558088,residential,Carrera 55,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558089,residential,Diagonal 69,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558090,residential,Calle 67A Bis A,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24558091,residential,Carrera 51,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24558099,residential,Calle 64A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24558101,residential,Calle 65,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558108,residential,Calle 66A,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24558109,residential,Calle 65A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558110,residential,Calle 65A,,2,,,,,,concrete,,local,2.0,osm:lanes,True,False,2.0,False,False
24558116,residential,Calle 67,,,,,,no,,asphalt,,local,,missing,False,True,,True,False
24558118,residential,Calle 67A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558119,residential,Calle 67A Bis,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558120,residential,Calle 67A Bis A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24558121,residential,Diagonal 67B,,,,,,,,asphalt,,local,,missing,False,True,,True,False
24558122,residential,Calle 67B,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24558124,residential,Calle 67C,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24559372,residential,Carrera 36,,2,,,,,60,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24559373,residential,Calle 63J,,1,,,,yes,,asphalt,,local,1.0,osm:lanes,True,False,1.0,False,True
24559375,residential,Calle 63B,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24559376,residential,Calle 63C,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24559377,residential,Calle 63D,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24559378,residential,Calle 63F,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24575268,secondary,Diagonal 61C,,2,,,,yes,60,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24671258,secondary,Avenida Calle 72,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24677626,secondary,Avenida Calle 68,,2,,,,yes,,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
24677633,residential,Calle 65,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24677644,residential,Calle 65,,3,,,,yes,30,asphalt,,local,3.0,osm:lanes,True,False,3.0,False,True
24677680,tertiary,Calle 61,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24677711,residential,Calle 60A,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24677732,residential,Carrera 11A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24677735,residential,Diagonal 68,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24677737,residential,Calle 68,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24677742,residential,Carrera 12,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24677745,residential,Calle 71,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
24677748,residential,Carrera 12,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24690414,tertiary,Carrera 19,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
24690430,tertiary,Carrera 19A,,1,,,,yes,30,asphalt,,local,1.0,osm:lanes,True,False,1.0,False,True
25964998,secondary,Calle 67,,2,,,,yes,30,asphalt,,collector,2.0,osm:lanes,True,False,2.0,False,True
25973462,residential,Carrera 22,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
25973463,residential,Carrera 21,,2,,,,,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
25973467,tertiary,Carrera 9,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
25973470,tertiary,Calle 62,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
25973477,tertiary,Carrera 9A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
25973483,tertiary,Calle 63D,,1,,,,yes,30,asphalt,,local,1.0,osm:lanes,True,False,1.0,False,True
27442353,residential,Calle 78,,,,,,,,asphalt,,local,,missing,False,True,,True,False
27749762,residential,Carrera 58,,,,,,,,asphalt,,local,,missing,False,True,,True,False
28158989,tertiary,Calle 97,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
28158993,residential,Carrera 58,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
28159029,tertiary,Carrera 47,,1,,,,yes,,asphalt,,local,1.0,osm:lanes,True,False,1.0,False,True
28159674,tertiary,Avenida Carrera 50,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
28159891,tertiary,Calle 86,,2,,,,yes,30,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
28159911,residential,Calle 83A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
28224292,residential,Calle 72A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
28224332,residential,Carrera 21,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
28234271,tertiary,Transversal 69 Bis,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
28290560,residential,Calle 66A,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
28290563,residential,Calle 66A,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
28290596,residential,Calle 70,,2,,,,,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
28290840,residential,Calle 94A,,2,,,,no,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,False
28290854,residential,Calle 98A,,2,,,,yes,,asphalt,,local,2.0,osm:lanes,True,False,2.0,False,True
